name,type,rarity,setName,setCode,isUniversesBeyond,releaseDate,year,keywords,keywordCount,manaValue,power,toughness,coreStats,defense,colors,isMulticolor,text,commanderLegal,edhrecRank
talisman of creativity,artifact,uncommon,Doctor Who,WHO,True,2023-10-13,2023,[],0,2.0,,,2.0,,[],False,"{T}: Add {C}.
{T}: Add {U} or {R}. This artifact deals 1 damage to you.",True,123.0
talisman of curiosity,artifact,uncommon,Doctor Who,WHO,True,2023-10-13,2023,[],0,2.0,,,2.0,,[],False,"{T}: Add {C}.
{T}: Add {G} or {U}. This artifact deals 1 damage to you.",True,432.0
talisman of dominance,artifact,uncommon,Doctor Who,WHO,True,2023-10-13,2023,[],0,2.0,,,2.0,,[],False,"{T}: Add {C}.
{T}: Add {U} or {B}. This artifact deals 1 damage to you.",True,87.0
talisman of impulse,artifact,uncommon,Doctor Who,WHO,True,2023-10-13,2023,[],0,2.0,,,2.0,,[],False,"{T}: Add {C}.
{T}: Add {R} or {G}. This artifact deals 1 damage to you.",True,590.0
talisman of indulgence,artifact,uncommon,Doctor Who,WHO,True,2023-10-13,2023,[],0,2.0,,,2.0,,[],False,"{T}: Add {C}.
{T}: Add {B} or {R}. This artifact deals 1 damage to you.",True,128.0
talisman of progress,artifact,uncommon,Doctor Who,WHO,True,2023-10-13,2023,[],0,2.0,,,2.0,,[],False,"{T}: Add {C}.
{T}: Add {W} or {U}. This artifact deals 1 damage to you.",True,152.0
talisman of unity,artifact,uncommon,Doctor Who,WHO,True,2023-10-13,2023,[],0,2.0,,,2.0,,[],False,"{T}: Add {C}.
{T}: Add {G} or {W}. This artifact deals 1 damage to you.",True,918.0
thought vessel,artifact,uncommon,Doctor Who,WHO,True,2023-10-13,2023,[],0,2.0,,,2.0,,[],False,"You have no maximum hand size.
{T}: Add {C}.",True,21.0
wayfarer's bauble,artifact,common,Doctor Who,WHO,True,2023-10-13,2023,[],0,1.0,,,1.0,,[],False,"{2}, {T}, Sacrifice this artifact: Search your library for a basic land card, put that card onto the battlefield tapped, then shuffle.",True,94.0
ash barrens,land,uncommon,Doctor Who,WHO,True,2023-10-13,2023,"['Basic landcycling', 'Cycling', 'Landcycling']",3,0.0,,,0.0,,[],False,"{T}: Add {C}.
Basic landcycling {1} ({1}, Discard this card: Search your library for a basic land card, reveal it, put it into your hand, then shuffle.)",True,184.0
canopy vista,land — forest plains,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"({T}: Add {G} or {W}.)
This land enters tapped unless you control two or more basic lands.",True,103.0
canyon slough,land — swamp mountain,rare,Doctor Who,WHO,True,2023-10-13,2023,['Cycling'],1,0.0,,,0.0,,[],False,"({T}: Add {B} or {R}.)
This land enters tapped.
Cycling {2} ({2}, Discard this card: Draw a card.)",True,789.0
celestial colonnade,land,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"This land enters tapped.
{T}: Add {W} or {U}.
{3}{W}{U}: Until end of turn, this land becomes a 4/4 white and blue Elemental creature with flying and vigilance. It's still a land.",True,5210.0
choked estuary,land,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"As this land enters, you may reveal an Island or Swamp card from your hand. If you don't, this land enters tapped.
{T}: Add {U} or {B}.",True,273.0
cinder glade,land — mountain forest,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"({T}: Add {R} or {G}.)
This land enters tapped unless you control two or more basic lands.",True,84.0
command tower,land,common,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,{T}: Add one mana of any color in your commander's color identity.,True,2.0
command tower,land,common,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,{T}: Add one mana of any color in your commander's color identity.,True,2.0
command tower,land,common,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,{T}: Add one mana of any color in your commander's color identity.,True,2.0
command tower,land,common,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,{T}: Add one mana of any color in your commander's color identity.,True,2.0
creeping tar pit,land,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"This land enters tapped.
{T}: Add {U} or {B}.
{1}{U}{B}: This land becomes a 3/2 blue and black Elemental creature until end of turn and can't be blocked this turn. It's still a land.",True,2569.0
crumbling necropolis,land,uncommon,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"This land enters tapped.
{T}: Add {U}, {B}, or {R}.",True,330.0
darkwater catacombs,land,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"{1}, {T}: Add {U}{B}.",True,294.0
deserted beach,land,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"This land enters tapped unless you control two or more other lands.
{T}: Add {W} or {U}.",True,274.0
desolate lighthouse,land,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"{T}: Add {C}.
{1}{U}{R}, {T}: Draw a card, then discard a card.",True,1967.0
dragonskull summit,land,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"This land enters tapped unless you control a Swamp or a Mountain.
{T}: Add {B} or {R}.",True,99.0
dreamroot cascade,land,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"This land enters tapped unless you control two or more other lands.
{T}: Add {G} or {U}.",True,196.0
drowned catacomb,land,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"This land enters tapped unless you control an Island or a Swamp.
{T}: Add {U} or {B}.",True,114.0
evolving wilds,land,common,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"{T}, Sacrifice this land: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.",True,16.0
exotic orchard,land,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,{T}: Add one mana of any color that a land an opponent controls could produce.,True,9.0
fetid pools,land — island swamp,rare,Doctor Who,WHO,True,2023-10-13,2023,['Cycling'],1,0.0,,,0.0,,[],False,"({T}: Add {U} or {B}.)
This land enters tapped.
Cycling {2} ({2}, Discard this card: Draw a card.)",True,827.0
fiery islet,land,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"{T}, Pay 1 life: Add {U} or {R}.
{1}, {T}, Sacrifice this land: Draw a card.",True,773.0
foreboding ruins,land,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"As this land enters, you may reveal a Swamp or Mountain card from your hand. If you don't, this land enters tapped.
{T}: Add {B} or {R}.",True,307.0
fortified village,land,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"As this land enters, you may reveal a Forest or Plains card from your hand. If you don't, this land enters tapped.
{T}: Add {G} or {W}.",True,326.0
frontier bivouac,land,uncommon,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"This land enters tapped.
{T}: Add {G}, {U}, or {R}.",True,389.0
frostboil snarl,land,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"As this land enters, you may reveal an Island or Mountain card from your hand. If you don't, this land enters tapped.
{T}: Add {U} or {R}.",True,342.0
furycalm snarl,land,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"As this land enters, you may reveal a Mountain or Plains card from your hand. If you don't, this land enters tapped.
{T}: Add {R} or {W}.",True,359.0
game trail,land,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"As this land enters, you may reveal a Mountain or Forest card from your hand. If you don't, this land enters tapped.
{T}: Add {R} or {G}.",True,334.0
glacial fortress,land,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"This land enters tapped unless you control a Plains or an Island.
{T}: Add {W} or {U}.",True,111.0
haunted ridge,land,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"This land enters tapped unless you control two or more other lands.
{T}: Add {B} or {R}.",True,272.0
horizon canopy,land,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"{T}, Pay 1 life: Add {G} or {W}.
{1}, {T}, Sacrifice this land: Draw a card.",True,1561.0
irrigated farmland,land — plains island,rare,Doctor Who,WHO,True,2023-10-13,2023,['Cycling'],1,0.0,,,0.0,,[],False,"({T}: Add {W} or {U}.)
This land enters tapped.
Cycling {2} ({2}, Discard this card: Draw a card.)",True,770.0
lavaclaw reaches,land,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"This land enters tapped.
{T}: Add {B} or {R}.
{1}{B}{R}: Until end of turn, this land becomes a 2/2 black and red Elemental creature with ""{X}: This creature gets +X/+0 until end of turn."" It's still a land.",True,6973.0
myriad landscape,land,uncommon,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"This land enters tapped.
{T}: Add {C}.
{2}, {T}, Sacrifice this land: Search your library for up to two basic land cards that share a land type, put them onto the battlefield tapped, then shuffle.",True,22.0
mystic monastery,land,uncommon,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"This land enters tapped.
{T}: Add {U}, {R}, or {W}.",True,369.0
overgrown farmland,land,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"This land enters tapped unless you control two or more other lands.
{T}: Add {G} or {W}.",True,297.0
path of ancestry,land,common,Doctor Who,WHO,True,2023-10-13,2023,['Scry'],1,0.0,,,0.0,,[],False,"This land enters tapped.
{T}: Add one mana of any color in your commander's color identity. When that mana is spent to cast a creature spell that shares a creature type with your commander, scry 1. (Look at the top card of your library. You may put that card on the bottom.)",True,14.0
port town,land,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"As this land enters, you may reveal a Plains or Island card from your hand. If you don't, this land enters tapped.
{T}: Add {W} or {U}.",True,328.0
prairie stream,land — plains island,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"({T}: Add {W} or {U}.)
This land enters tapped unless you control two or more basic lands.",True,105.0
reliquary tower,land,uncommon,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"You have no maximum hand size.
{T}: Add {C}.",True,10.0
river of tears,land,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"{T}: Add {U}. If you played a land this turn, add {B} instead.",True,2261.0
rockfall vale,land,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"This land enters tapped unless you control two or more other lands.
{T}: Add {R} or {G}.",True,201.0
rogue's passage,land,uncommon,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"{T}: Add {C}.
{4}, {T}: Target creature can't be blocked this turn.",True,19.0
rootbound crag,land,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"This land enters tapped unless you control a Mountain or a Forest.
{T}: Add {R} or {G}.",True,144.0
scattered groves,land — forest plains,rare,Doctor Who,WHO,True,2023-10-13,2023,['Cycling'],1,0.0,,,0.0,,[],False,"({T}: Add {G} or {W}.)
This land enters tapped.
Cycling {2} ({2}, Discard this card: Draw a card.)",True,835.0
seaside citadel,land,uncommon,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"This land enters tapped.
{T}: Add {G}, {W}, or {U}.",True,404.0
shadowblood ridge,land,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"{1}, {T}: Add {B}{R}.",True,418.0
sheltered thicket,land — mountain forest,rare,Doctor Who,WHO,True,2023-10-13,2023,['Cycling'],1,0.0,,,0.0,,[],False,"({T}: Add {R} or {G}.)
This land enters tapped.
Cycling {2} ({2}, Discard this card: Draw a card.)",True,671.0
shipwreck marsh,land,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"This land enters tapped unless you control two or more other lands.
{T}: Add {U} or {B}.",True,213.0
skycloud expanse,land,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"{1}, {T}: Add {W}{U}.",True,363.0
smoldering marsh,land — swamp mountain,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"({T}: Add {B} or {R}.)
This land enters tapped unless you control two or more basic lands.",True,104.0
stormcarved coast,land,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"This land enters tapped unless you control two or more other lands.
{T}: Add {U} or {R}.",True,221.0
sunbaked canyon,land,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"{T}, Pay 1 life: Add {R} or {W}.
{1}, {T}, Sacrifice this land: Draw a card.",True,1487.0
sundown pass,land,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"This land enters tapped unless you control two or more other lands.
{T}: Add {R} or {W}.",True,306.0
sungrass prairie,land,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"{1}, {T}: Add {G}{W}.",True,437.0
sunken hollow,land — island swamp,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"({T}: Add {U} or {B}.)
This land enters tapped unless you control two or more basic lands.",True,80.0
temple of abandon,land,rare,Doctor Who,WHO,True,2023-10-13,2023,['Scry'],1,0.0,,,0.0,,[],False,"This land enters tapped.
When this land enters, scry 1. (Look at the top card of your library. You may put that card on the bottom.)
{T}: Add {R} or {G}.",True,429.0
temple of deceit,land,rare,Doctor Who,WHO,True,2023-10-13,2023,['Scry'],1,0.0,,,0.0,,[],False,"This land enters tapped.
When this land enters, scry 1. (Look at the top card of your library. You may put that card on the bottom.)
{T}: Add {U} or {B}.",True,289.0
temple of enlightenment,land,rare,Doctor Who,WHO,True,2023-10-13,2023,['Scry'],1,0.0,,,0.0,,[],False,"This land enters tapped.
When this land enters, scry 1. (Look at the top card of your library. You may put that card on the bottom.)
{T}: Add {W} or {U}.",True,292.0
temple of epiphany,land,rare,Doctor Who,WHO,True,2023-10-13,2023,['Scry'],1,0.0,,,0.0,,[],False,"This land enters tapped.
When this land enters, scry 1. (Look at the top card of your library. You may put that card on the bottom.)
{T}: Add {U} or {R}.",True,258.0
temple of malice,land,rare,Doctor Who,WHO,True,2023-10-13,2023,['Scry'],1,0.0,,,0.0,,[],False,"This land enters tapped.
When this land enters, scry 1. (Look at the top card of your library. You may put that card on the bottom.)
{T}: Add {B} or {R}.",True,378.0
temple of mystery,land,rare,Doctor Who,WHO,True,2023-10-13,2023,['Scry'],1,0.0,,,0.0,,[],False,"This land enters tapped.
When this land enters, scry 1. (Look at the top card of your library. You may put that card on the bottom.)
{T}: Add {G} or {U}.",True,282.0
temple of plenty,land,rare,Doctor Who,WHO,True,2023-10-13,2023,['Scry'],1,0.0,,,0.0,,[],False,"This land enters tapped.
When this land enters, scry 1. (Look at the top card of your library. You may put that card on the bottom.)
{T}: Add {G} or {W}.",True,444.0
temple of the false god,land,uncommon,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,{T}: Add {C}{C}. Activate only if you control five or more lands.,True,61.0
temple of triumph,land,rare,Doctor Who,WHO,True,2023-10-13,2023,['Scry'],1,0.0,,,0.0,,[],False,"This land enters tapped.
When this land enters, scry 1. (Look at the top card of your library. You may put that card on the bottom.)
{T}: Add {R} or {W}.",True,277.0
terramorphic expanse,land,common,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"{T}, Sacrifice this land: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.",True,27.0
thespian's stage,land,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"{T}: Add {C}.
{2}, {T}: This land becomes a copy of target land, except it has this ability.",True,531.0
thriving bluff,land,common,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"This land enters tapped. As it enters, choose a color other than red.
{T}: Add {R} or one mana of the chosen color.",True,1288.0
thriving grove,land,common,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"This land enters tapped. As it enters, choose a color other than green.
{T}: Add {G} or one mana of the chosen color.",True,1423.0
thriving heath,land,common,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"This land enters tapped. As it enters, choose a color other than white.
{T}: Add {W} or one mana of the chosen color.",True,1157.0
thriving isle,land,common,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"This land enters tapped. As it enters, choose a color other than blue.
{T}: Add {U} or one mana of the chosen color.",True,1176.0
thriving moor,land,common,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"This land enters tapped. As it enters, choose a color other than black.
{T}: Add {B} or one mana of the chosen color.",True,1377.0
vineglimmer snarl,land,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"As this land enters, you may reveal a Forest or Island card from your hand. If you don't, this land enters tapped.
{T}: Add {G} or {U}.",True,540.0
war room,land,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"{T}: Add {C}.
{3}, {T}, Pay life equal to the number of colors in your commanders' color identity: Draw a card.",True,145.0
waterlogged grove,land,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,0.0,,,0.0,,[],False,"{T}, Pay 1 life: Add {G} or {U}.
{1}, {T}, Sacrifice this land: Draw a card.",True,972.0
clara oswald,legendary creature — human advisor,rare,Doctor Who,WHO,True,2023-10-13,2023,"[""Doctor's companion"", 'Impossible Girl']",2,6.0,2.0,6.0,14.0,,[],False,"Impossible Girl - If Clara Oswald is your commander, choose a color before the game begins. Clara Oswald is the chosen color.
If a triggered ability of a Doctor you control triggers, that ability triggers an additional time.
Doctor's companion (You can have two commanders if the other is the Doctor.)",True,11120.0
adipose offspring,creature — alien,rare,Doctor Who,WHO,True,2023-10-13,2023,['Emerge'],1,4.0,2.0,2.0,8.0,,['W'],False,"Emerge {5}{W} (You may cast this spell by sacrificing a creature and paying the emerge cost reduced by that creature's mana value.)
When this creature enters, create a 2/2 white Alien creature token. If this creature's emerge cost was paid, instead create X of those tokens, where X is the sacrificed creature's toughness.",True,16103.0
astrid peth,legendary creature — human,rare,Doctor Who,WHO,True,2023-10-13,2023,"['Brand-new Sky', 'Explore', 'Food']",3,2.0,2.0,2.0,6.0,,['W'],False,"Whenever Astrid Peth enters or attacks, create a Food token.
Brand-new Sky - Whenever you sacrifice a Clue or Food, Astrid Peth explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise, put a +1/+1 counter on this creature, then put the card back or put it into your graveyard.)",True,5255.0
barbara wright,legendary creature — human advisor,rare,Doctor Who,WHO,True,2023-10-13,2023,"[""Doctor's companion"", 'History Teacher']",2,2.0,1.0,3.0,6.0,,['W'],False,"History Teacher - Sagas you control have read ahead. (As a Saga enters, choose a chapter and start with that many lore counters. Skipped chapters don't trigger.)
Doctor's companion (You can have two commanders if the other is the Doctor.)",True,6921.0
crack in time,enchantment,rare,Doctor Who,WHO,True,2023-10-13,2023,['Vanishing'],1,4.0,,,4.0,,['W'],False,"Vanishing 3 (This enchantment enters with three time counters on it. At the beginning of your upkeep, remove a time counter from it. When the last is removed, sacrifice it.)
When this enchantment enters and at the beginning of your first main phase, exile target creature an opponent controls until this enchantment leaves the battlefield.",True,12038.0
crisis of conscience,sorcery,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,6.0,,,6.0,,['W'],False,"Choose one -
• Destroy all tokens.
• Destroy all nonland, nontoken permanents.",True,11297.0
everybody lives!,instant,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,2.0,,,2.0,,['W'],False,All creatures gain hexproof and indestructible until end of turn. Players gain hexproof until end of turn. Players can't lose life this turn and players can't lose the game or win the game this turn.,True,1892.0
everything comes to dust,sorcery,rare,Doctor Who,WHO,True,2023-10-13,2023,['Convoke'],1,10.0,,,10.0,,['W'],False,"Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)
Exile all creatures except those that share a creature type with a creature that convoked this spell, all artifacts, and all enchantments.",True,4115.0
four knocks,enchantment,rare,Doctor Who,WHO,True,2023-10-13,2023,['Vanishing'],1,3.0,,,3.0,,['W'],False,"Vanishing 4 (This enchantment enters with four time counters on it. At the beginning of your upkeep, remove a time counter from it. When the last is removed, sacrifice it.)
At the beginning of your first main phase, draw a card.",True,7560.0
ian chesterton,legendary creature — human scientist,rare,Doctor Who,WHO,True,2023-10-13,2023,"[""Doctor's companion"", 'Science Teacher']",2,3.0,2.0,3.0,8.0,,['W'],False,"Science Teacher - Each Saga spell you cast has replicate. The replicate cost is equal to its mana cost. (When you cast that Saga, copy it for each time you paid its replicate cost. Copies of Saga spells become tokens.)
Doctor's companion (You can have two commanders if the other is the Doctor.)",True,11345.0
jo grant,legendary creature — human soldier,rare,Doctor Who,WHO,True,2023-10-13,2023,"[""Doctor's companion""]",1,3.0,3.0,2.0,8.0,,['W'],False,"Each historic card in your hand has cycling {2}{W}. ({2}{W}, Discard that card: Draw a card.)
Whenever you cycle a card, put a +1/+1 counter on Jo Grant.
Doctor's companion (You can have two commanders if the other is the Doctor.)",True,14210.0
the pandorica,legendary artifact,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,3.0,,,3.0,,['W'],False,"You may choose not to untap The Pandorica during your untap step.
{1}{W}, {T}: Untap another target nonland permanent, then it phases out. It can't phase in for as long as The Pandorica remains tapped. When The Pandorica becomes untapped or leaves the battlefield, that permanent phases in. Activate only as a sorcery.",True,12068.0
peri brown,legendary creature — human,rare,Doctor Who,WHO,True,2023-10-13,2023,"[""Doctor's companion""]",1,4.0,2.0,3.0,9.0,,['W'],False,"The first historic spell you cast each turn has convoke. (Your creatures can help cast it. Each creature you tap while casting it pays for {1} or one mana of that creature's color.)
Doctor's companion (You can have two commanders if the other is the Doctor.)",True,11613.0
romana ii,legendary creature — time lord scientist,rare,Doctor Who,WHO,True,2023-10-13,2023,"[""Doctor's companion"", 'Vigilance']",2,4.0,3.0,3.0,10.0,,['W'],False,"Vigilance
{1}, {T}: Create a tapped token that's a copy of target token that entered this turn.
Doctor's companion (You can have two commanders if the other is the Doctor.)",True,14062.0
rose tyler,legendary creature — human,rare,Doctor Who,WHO,True,2023-10-13,2023,"['Bad Wolf', ""Doctor's companion""]",2,2.0,2.0,2.0,6.0,,['W'],False,"Rose Tyler gets +1/+1 for each time counter on it.
Bad Wolf - Whenever Rose Tyler attacks, put a time counter on it for each suspended card you own and each other permanent you control with a time counter on it.
Doctor's companion (You can have two commanders if the other is the Doctor.)",True,15095.0
sarah jane smith,legendary creature — human detective,rare,Doctor Who,WHO,True,2023-10-13,2023,"[""Doctor's companion"", 'Investigate']",2,2.0,2.0,1.0,5.0,,['W'],False,"Whenever you cast a historic spell, investigate. This ability triggers only once each turn. (Artifacts, legendaries, and Sagas are historic. To investigate, create a Clue token. It's an artifact with ""{2}, Sacrifice this token: Draw a card."")
Doctor's companion (You can have two commanders if the other is the Doctor.)",True,7821.0
tegan jovanka,legendary creature — human,rare,Doctor Who,WHO,True,2023-10-13,2023,"['Brave Heart', ""Doctor's companion""]",2,3.0,2.0,2.0,7.0,,['W'],False,"Brave Heart - Whenever you attack, target attacking historic creature gets +1/+1 and gains indestructible until end of turn. (Artifacts, legendaries, and Sagas are historic.)
Doctor's companion (You can have two commanders if the other is the Doctor.)",True,10709.0
the wedding of river song,sorcery,rare,Doctor Who,WHO,True,2023-10-13,2023,['Time Travel'],1,3.0,,,3.0,,['W'],False,"Draw two cards, then you may exile a nonland card from your hand with a number of time counters on it equal to its mana value. Then target opponent does the same. Cards exiled this way that don't have suspend gain suspend.
Time travel. (For each suspended card you own and each permanent you control with a time counter on it, you may add or remove a time counter.)",True,9719.0
wilfred mott,legendary creature — human soldier,rare,Doctor Who,WHO,True,2023-10-13,2023,['Look to the Stars'],1,4.0,2.0,4.0,10.0,,['W'],False,"Look to the Stars - At the beginning of your upkeep, put a time counter on Wilfred Mott. Then look at the top X cards of your library, where X is the number of time counters on Wilfred Mott. You may put a nonland permanent card with mana value 3 or less from among them onto the battlefield. Put the rest on the bottom of your library in a random order.",True,11177.0
"adric, mathematical genius",legendary creature — human artificer,rare,Doctor Who,WHO,True,2023-10-13,2023,"[""Doctor's companion"", 'Ultimate Sacrifice']",2,2.0,1.0,1.0,4.0,,['U'],False,"{2}{U}, {T}: Copy target activated or triggered ability you control. You may choose new targets for the copy.
Ultimate Sacrifice - {1}{U}, Sacrifice Adric: Counter target activated or triggered ability.
Doctor's companion (You can have two commanders if the other is the Doctor.)",True,7140.0
"all of history, all at once",sorcery,rare,Doctor Who,WHO,True,2023-10-13,2023,"['Storm', 'Time Travel']",2,4.0,,,4.0,,['U'],False,"Time travel. (For each suspended card you own and each permanent you control with a time counter on it, you may add or remove a time counter.)
Storm (When you cast this spell, copy it for each spell cast before it this turn.)",True,8469.0
auton soldier,artifact creature — alien soldier,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,6.0,0.0,0.0,6.0,,['U'],False,"You may have this creature enter as a copy of any creature on the battlefield, except it isn't legendary, is an artifact in addition to its other types, and has myriad. (Whenever it attacks, for each opponent other than defending player, you may create a token copy that's tapped and attacking that player or a planeswalker they control. Exile the tokens at end of combat.)",True,1942.0
become the pilot,enchantment — aura,rare,Doctor Who,WHO,True,2023-10-13,2023,['Enchant'],1,5.0,,,5.0,,['U'],False,"Enchant noncommander creature
You control enchanted creature.
Enchanted creature gets +2/+2 and can't be blocked unless it's attacking its owner or a permanent its owner controls.",True,15375.0
cyber conversion,instant,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,2.0,,,2.0,,['U'],False,Turn target creature face down. It's a 2/2 Cyberman artifact creature.,True,4078.0
danny pink,legendary creature — human soldier advisor,rare,Doctor Who,WHO,True,2023-10-13,2023,['Mentor'],1,4.0,4.0,3.0,11.0,,['U'],False,"Mentor (Whenever this creature attacks, put a +1/+1 counter on target attacking creature with lesser power.)
Creatures you control have ""Whenever one or more counters are put on this creature for the first time each turn, draw a card.""",True,2754.0
five hundred year diary,legendary artifact — clue,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,4.0,,,4.0,,['U'],False,"Five Hundred Year Diary enters tapped.
{T}: Add {U} for each Clue you control.
{2}, Sacrifice Five Hundred Year Diary: Draw a card.",True,5227.0
flatline,instant,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,3.0,,,3.0,,['U'],False,Creatures your opponents control have base power and toughness 0/1 until end of turn.,True,6346.0
flesh duplicate,creature — shapeshifter rebel,rare,Doctor Who,WHO,True,2023-10-13,2023,[],0,2.0,0.0,0.0,2.0,,['U'],False,"You may have this creature enter as a copy of any creature on the battlefield, except it has vanishing 3 if that creature doesn't have vanishing. (A permanent with vanishing 3 enters with three time counters on it. At the beginning of your upkeep, remove a time counter from it. When the last is removed, sacrifice it.)",True,2320.0
